time,battery,temperature,x,y,z,0_radar,1_radar,2_radar,3_radar,4_radar,5_radar,6_radar,7_radar,package_type,f_cnt,dr,snr,rssi,hw_fw_version
2024-03-01 00:03:31.999000,,5.5,312,-465,-991,,,,,,,,,PackageType.HEART_BEAT,1510,5,1.8,-89,DataVersion.HW_2FW2_X_X
2024-03-01 00:13:30.999000,,5.5,309,-463,-992,,,,,,,,,PackageType.HEART_BEAT,1510,5,1.8,-89,DataVersion.HW_2FW2_X_X
2024-03-01 00:23:31.999000,3.16,5.375,312,-466,-987,4.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,PackageType.HEART_BEAT,1510,5,1.8,-89,DataVersion.HW_2FW2_X_X
2024-03-01 00:33:33.017000,,5.375,312,-464,-997,,,,,,,,,PackageType.HEART_BEAT,1511,5,1.2,-89,DataVersion.HW_2FW2_X_X
2024-03-01 00:43:33.017000,,5.375,310,-467,-993,,,,,,,,,PackageType.HEART_BEAT,1511,5,1.2,-89,DataVersion.HW_2FW2_X_X
2024-03-01 00:53:34.017000,3.16,5.375,306,-464,-989,6.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,PackageType.HEART_BEAT,1511,5,1.2,-89,DataVersion.HW_2FW2_X_X
2024-03-01 01:03:32.623000,,5.375,312,-466,-993,,,,,,,,,PackageType.HEART_BEAT,1512,5,1.0,-90,DataVersion.HW_2FW2_X_X
2024-03-01 01:13:31.623000,,5.375,313,-463,-995,,,,,,,,,PackageType.HEART_BEAT,1512,5,1.0,-90,DataVersion.HW_2FW2_X_X
2024-03-01 01:23:28.623000,3.16,5.25,313,-469,-997,4.0,5.0,6.0,6.0,4.0,4.0,5.0,6.0,PackageType.HEART_BEAT,1512,5,1.0,-90,DataVersion.HW_2FW2_X_X
2024-03-01 01:33:27.749000,,5.25,315,-464,-998,,,,,,,,,PackageType.HEART_BEAT,1513,5,-3.2,-92,DataVersion.HW_2FW2_X_X
2024-03-01 01:43:25.749000,,5.25,313,-464,-999,,,,,,,,,PackageType.HEART_BEAT,1513,5,-3.2,-92,DataVersion.HW_2FW2_X_X
2024-03-01 01:53:27.749000,3.16,5.125,314,-468,-994,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,PackageType.HEART_BEAT,1513,5,-3.2,-92,DataVersion.HW_2FW2_X_X
2024-03-01 02:03:26.777000,,5.125,315,-467,-1004,,,,,,,,,PackageType.HEART_BEAT,1515,5,-2.5,-90,DataVersion.HW_2FW2_X_X
2024-03-01 02:13:26.777000,,5.0,319,-466,-1000,,,,,,,,,PackageType.HEART_BEAT,1515,5,-2.5,-90,DataVersion.HW_2FW2_X_X
2024-03-01 02:23:26.777000,3.16,4.875,321,-467,-1002,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,PackageType.HEART_BEAT,1515,5,-2.5,-90,DataVersion.HW_2FW2_X_X
2024-03-01 02:33:26.701000,,4.875,318,-469,-1009,,,,,,,,,PackageType.HEART_BEAT,1516,5,-1.8,-90,DataVersion.HW_2FW2_X_X
2024-03-01 02:43:27.701000,,4.875,325,-471,-1009,,,,,,,,,PackageType.HEART_BEAT,1516,5,-1.8,-90,DataVersion.HW_2FW2_X_X
2024-03-01 02:53:27.701000,3.16,4.75,324,-469,-1010,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,PackageType.HEART_BEAT,1516,5,-1.8,-90,DataVersion.HW_2FW2_X_X
2024-03-01 03:03:26.768000,,4.625,325,-469,-1008,,,,,,,,,PackageType.HEART_BEAT,1517,5,-2.5,-89,DataVersion.HW_2FW2_X_X
2024-03-01 03:13:24.768000,,4.625,327,-468,-1010,,,,,,,,,PackageType.HEART_BEAT,1517,5,-2.5,-89,DataVersion.HW_2FW2_X_X
2024-03-01 03:23:23.768000,3.14,4.375,327,-469,-1012,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,PackageType.HEART_BEAT,1517,5,-2.5,-89,DataVersion.HW_2FW2_X_X
2024-03-01 03:33:24.140000,,4.25,333,-469,-1017,,,,,,,,,PackageType.HEART_BEAT,1518,5,-1.2,-89,DataVersion.HW_2FW2_X_X
2024-03-01 03:43:27.140000,,4.0,332,-471,-1017,,,,,,,,,PackageType.HEART_BEAT,1518,5,-1.2,-89,DataVersion.HW_2FW2_X_X
2024-03-01 03:53:26.140000,3.16,4.0,333,-468,-1021,5.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,PackageType.HEART_BEAT,1518,5,-1.2,-89,DataVersion.HW_2FW2_X_X
2024-03-01 04:03:25.154000,,4.0,337,-470,-1022,,,,,,,,,PackageType.HEART_BEAT,1519,5,-0.8,-91,DataVersion.HW_2FW2_X_X
2024-03-01 04:13:24.154000,,3.75,332,-469,-1022,,,,,,,,,PackageType.HEART_BEAT,1519,5,-0.8,-91,DataVersion.HW_2FW2_X_X
2024-03-01 04:23:23.154000,3.16,3.75,336,-470,-1024,6.0,6.0,4.0,4.0,5.0,6.0,6.0,7.0,PackageType.HEART_BEAT,1519,5,-0.8,-91,DataVersion.HW_2FW2_X_X
2024-03-01 04:45:35.001000,3.16,3.625,573,73,-590,36.0,88.0,65.0,29.0,24.0,24.0,13.0,11.0,PackageType.CHANGE,1520,5,-2.8,-91,DataVersion.HW_2FW2_X_X
2024-03-01 04:55:35.108000,,3.75,564,80,-567,,,,,,,,,PackageType.HEART_BEAT,1521,5,-2.8,-91,DataVersion.HW_2FW2_X_X
2024-03-01 05:05:34.108000,,4.625,562,84,-569,,,,,,,,,PackageType.HEART_BEAT,1521,5,-2.8,-91,DataVersion.HW_2FW2_X_X
2024-03-01 05:15:35.108000,3.16,4.5,563,82,-568,44.0,84.0,65.0,32.0,33.0,33.0,12.0,10.0,PackageType.HEART_BEAT,1521,5,-2.8,-91,DataVersion.HW_2FW2_X_X
2024-03-01 05:25:34.345000,,4.5,564,83,-572,,,,,,,,,PackageType.HEART_BEAT,1522,5,-1.8,-92,DataVersion.HW_2FW2_X_X
2024-03-01 05:35:33.345000,,4.5,565,78,-572,,,,,,,,,PackageType.HEART_BEAT,1522,5,-1.8,-92,DataVersion.HW_2FW2_X_X
2024-03-01 05:45:35.345000,3.14,4.5,594,68,-570,46.0,83.0,63.0,35.0,36.0,36.0,10.0,7.0,PackageType.HEART_BEAT,1522,5,-1.8,-92,DataVersion.HW_2FW2_X_X
2024-03-01 05:55:34.897000,,4.5,582,39,-575,,,,,,,,,PackageType.HEART_BEAT,1523,5,-2.0,-90,DataVersion.HW_2FW2_X_X
2024-03-01 06:05:35.897000,,4.5,584,41,-578,,,,,,,,,PackageType.HEART_BEAT,1523,5,-2.0,-90,DataVersion.HW_2FW2_X_X
2024-03-01 06:15:34.897000,3.16,4.5,584,41,-578,43.0,85.0,66.0,37.0,35.0,35.0,9.0,7.0,PackageType.HEART_BEAT,1523,5,-2.0,-90,DataVersion.HW_2FW2_X_X
2024-03-01 06:25:35.628000,,4.5,583,42,-576,,,,,,,,,PackageType.HEART_BEAT,1524,5,0.8,-90,DataVersion.HW_2FW2_X_X
2024-03-01 06:35:36.628000,,4.5,586,43,-576,,,,,,,,,PackageType.HEART_BEAT,1524,5,0.8,-90,DataVersion.HW_2FW2_X_X
2024-03-01 06:45:37.628000,3.16,4.5,584,45,-575,38.0,75.0,57.0,37.0,39.0,38.0,9.0,8.0,PackageType.HEART_BEAT,1524,5,0.8,-90,DataVersion.HW_2FW2_X_X
2024-03-01 07:25:34.530000,,4.625,582,43,-578,,,,,,,,,PackageType.HEART_BEAT,1526,5,-2.5,-89,DataVersion.HW_2FW2_X_X
2024-03-01 07:35:34.530000,,4.625,580,43,-572,,,,,,,,,PackageType.HEART_BEAT,1526,5,-2.5,-89,DataVersion.HW_2FW2_X_X
2024-03-01 07:45:34.530000,3.14,4.625,581,44,-577,35.0,63.0,49.0,39.0,38.0,37.0,11.0,6.0,PackageType.HEART_BEAT,1526,5,-2.5,-89,DataVersion.HW_2FW2_X_X
2024-03-01 07:57:36.829000,3.14,4.625,352,-510,-1010,17.0,41.0,30.0,24.0,35.0,17.0,30.0,30.0,PackageType.CHANGE,1527,5,-6.2,-88,DataVersion.HW_2FW2_X_X
2024-03-01 07:58:06.826000,3.14,4.625,170,-824,-1047,33.0,83.0,44.0,49.0,49.0,22.0,18.0,16.0,PackageType.CHANGE,1528,5,2.5,-85,DataVersion.HW_2FW2_X_X
2024-03-01 08:08:04.958000,,4.625,173,-823,-1045,,,,,,,,,PackageType.HEART_BEAT,1529,5,6.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 08:18:03.958000,,5.25,178,-819,-1044,,,,,,,,,PackageType.HEART_BEAT,1529,5,6.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 08:28:04.958000,3.16,5.25,178,-824,-1041,24.0,65.0,42.0,46.0,44.0,25.0,14.0,10.0,PackageType.HEART_BEAT,1529,5,6.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 08:38:05.496000,,5.125,174,-821,-1046,,,,,,,,,PackageType.HEART_BEAT,1530,5,2.8,-84,DataVersion.HW_2FW2_X_X
2024-03-01 08:48:08.496000,,5.125,176,-818,-1048,,,,,,,,,PackageType.HEART_BEAT,1530,5,2.8,-84,DataVersion.HW_2FW2_X_X
2024-03-01 08:58:08.496000,3.16,5.125,181,-820,-1043,17.0,56.0,42.0,43.0,42.0,24.0,20.0,15.0,PackageType.HEART_BEAT,1530,5,2.8,-84,DataVersion.HW_2FW2_X_X
2024-03-01 09:08:06.890000,,5.125,178,-822,-1045,,,,,,,,,PackageType.HEART_BEAT,1531,5,-0.5,-87,DataVersion.HW_2FW2_X_X
2024-03-01 09:18:08.890000,,5.0,179,-822,-1044,,,,,,,,,PackageType.HEART_BEAT,1531,5,-0.5,-87,DataVersion.HW_2FW2_X_X
2024-03-01 09:28:07.890000,3.16,5.125,180,-823,-1046,22.0,65.0,46.0,48.0,45.0,20.0,22.0,18.0,PackageType.HEART_BEAT,1531,5,-0.5,-87,DataVersion.HW_2FW2_X_X
2024-03-01 09:38:07.837000,,5.125,180,-825,-1044,,,,,,,,,PackageType.HEART_BEAT,1532,5,0.5,-86,DataVersion.HW_2FW2_X_X
2024-03-01 09:48:06.837000,,5.125,182,-823,-1047,,,,,,,,,PackageType.HEART_BEAT,1532,5,0.5,-86,DataVersion.HW_2FW2_X_X
2024-03-01 09:58:06.837000,3.16,5.125,177,-824,-1043,22.0,66.0,48.0,51.0,46.0,22.0,19.0,13.0,PackageType.HEART_BEAT,1532,5,0.5,-86,DataVersion.HW_2FW2_X_X
2024-03-01 10:11:02.287000,3.16,5.25,337,-513,-1004,4.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,PackageType.CHANGE,1533,5,5.5,-80,DataVersion.HW_2FW2_X_X
2024-03-01 10:21:02.430000,,5.25,317,-511,-977,,,,,,,,,PackageType.HEART_BEAT,1534,5,2.2,-87,DataVersion.HW_2FW2_X_X
2024-03-01 10:31:02.430000,,6.375,309,-507,-971,,,,,,,,,PackageType.HEART_BEAT,1534,5,2.2,-87,DataVersion.HW_2FW2_X_X
2024-03-01 10:41:02.430000,3.16,6.875,307,-508,-966,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,PackageType.HEART_BEAT,1534,5,2.2,-87,DataVersion.HW_2FW2_X_X
2024-03-01 11:00:35.061000,3.16,7.125,364,-438,-1004,6.0,6.0,6.0,5.0,9.0,9.0,11.0,14.0,PackageType.CHANGE,1535,5,7.5,-74,DataVersion.HW_2FW2_X_X
2024-03-01 11:01:36.293000,3.16,7.375,305,-509,-959,5.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,PackageType.CHANGE,1536,5,7.5,-78,DataVersion.HW_2FW2_X_X
2024-03-01 11:11:35.707000,,7.375,300,-511,-955,,,,,,,,,PackageType.HEART_BEAT,1537,5,8.0,-78,DataVersion.HW_2FW2_X_X
2024-03-01 11:21:35.707000,,7.75,293,-506,-950,,,,,,,,,PackageType.HEART_BEAT,1537,5,8.0,-78,DataVersion.HW_2FW2_X_X
2024-03-01 11:31:34.707000,3.16,8.125,293,-510,-946,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,PackageType.HEART_BEAT,1537,5,8.0,-78,DataVersion.HW_2FW2_X_X
2024-03-01 11:41:33.002000,,8.125,296,-507,-952,,,,,,,,,PackageType.HEART_BEAT,1538,5,2.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 11:51:34.002000,,8.125,286,-507,-940,,,,,,,,,PackageType.HEART_BEAT,1538,5,2.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 12:01:34.002000,3.16,8.5,278,-503,-939,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,PackageType.HEART_BEAT,1538,5,2.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 12:11:35.214000,,8.875,271,-506,-926,,,,,,,,,PackageType.HEART_BEAT,1539,5,-0.2,-87,DataVersion.HW_2FW2_X_X
2024-03-01 12:21:34.214000,,9.25,269,-503,-925,,,,,,,,,PackageType.HEART_BEAT,1539,5,-0.2,-87,DataVersion.HW_2FW2_X_X
2024-03-01 12:31:36.214000,3.16,9.375,266,-500,-911,6.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,PackageType.HEART_BEAT,1539,5,-0.2,-87,DataVersion.HW_2FW2_X_X
2024-03-01 12:51:06.919000,,10.25,-21,-121,-1004,,,,,,,,,PackageType.HEART_BEAT,1541,5,-8.0,-88,DataVersion.HW_2FW2_X_X
2024-03-01 13:01:05.919000,,10.0,-10,-120,-1015,,,,,,,,,PackageType.HEART_BEAT,1541,5,-8.0,-88,DataVersion.HW_2FW2_X_X
2024-03-01 13:11:03.919000,3.14,9.25,-6,-123,-1020,105.0,81.0,31.0,29.0,25.0,23.0,22.0,15.0,PackageType.HEART_BEAT,1541,5,-8.0,-88,DataVersion.HW_2FW2_X_X
2024-03-01 13:47:14.561000,3.16,7.875,295,-506,-950,10.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,PackageType.CHANGE,1543,5,-0.5,-86,DataVersion.HW_2FW2_X_X
2024-03-01 14:07:48.499000,3.16,8.5,266,-466,-928,9.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,PackageType.CHANGE,1544,5,8.2,-77,DataVersion.HW_2FW2_X_X
2024-03-01 14:17:47.218000,,8.5,251,-460,-911,,,,,,,,,PackageType.HEART_BEAT,1545,5,5.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 14:27:46.218000,,9.375,251,-464,-915,,,,,,,,,PackageType.HEART_BEAT,1545,5,5.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 14:37:45.218000,3.16,9.375,258,-461,-922,9.0,6.0,4.0,7.0,6.0,5.0,5.0,4.0,PackageType.HEART_BEAT,1545,5,5.2,-84,DataVersion.HW_2FW2_X_X
2024-03-01 14:47:43.260000,,9.0,259,-466,-929,,,,,,,,,PackageType.HEART_BEAT,1546,5,3.0,-83,DataVersion.HW_2FW2_X_X
2024-03-01 14:57:42.260000,,8.875,262,-462,-929,,,,,,,,,PackageType.HEART_BEAT,1546,5,3.0,-83,DataVersion.HW_2FW2_X_X
2024-03-01 15:07:43.260000,3.16,8.875,265,-463,-930,9.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,PackageType.HEART_BEAT,1546,5,3.0,-83,DataVersion.HW_2FW2_X_X
2024-03-01 15:17:42.507000,,8.625,266,-463,-933,,,,,,,,,PackageType.HEART_BEAT,1547,5,4.5,-84,DataVersion.HW_2FW2_X_X
2024-03-01 15:27:40.507000,,8.5,260,-464,-923,,,,,,,,,PackageType.HEART_BEAT,1547,5,4.5,-84,DataVersion.HW_2FW2_X_X
2024-03-01 15:37:38.507000,3.16,8.75,262,-464,-933,11.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,PackageType.HEART_BEAT,1547,5,4.5,-84,DataVersion.HW_2FW2_X_X
2024-03-01 16:59:21.995000,,7.625,279,-465,-955,,,,,,,,,PackageType.HEART_BEAT,1551,5,2.5,-86,DataVersion.HW_2FW2_X_X
2024-03-01 17:09:21.995000,,7.375,288,-468,-960,,,,,,,,,PackageType.HEART_BEAT,1551,5,2.5,-86,DataVersion.HW_2FW2_X_X
2024-03-01 17:19:22.995000,3.16,7.0,293,-466,-967,12.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,PackageType.HEART_BEAT,1551,5,2.5,-86,DataVersion.HW_2FW2_X_X
2024-03-01 17:29:22.062000,,6.875,290,-464,-967,,,,,,,,,PackageType.HEART_BEAT,1552,5,3.2,-85,DataVersion.HW_2FW2_X_X
2024-03-01 17:39:20.062000,,6.75,295,-464,-967,,,,,,,,,PackageType.HEART_BEAT,1552,5,3.2,-85,DataVersion.HW_2FW2_X_X
2024-03-01 17:49:20.062000,3.16,6.75,291,-465,-968,14.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,PackageType.HEART_BEAT,1552,5,3.2,-85,DataVersion.HW_2FW2_X_X
2024-03-01 17:59:23.445000,,6.75,296,-463,-975,,,,,,,,,PackageType.HEART_BEAT,1553,5,4.5,-84,DataVersion.HW_2FW2_X_X
2024-03-01 18:09:22.445000,,6.5,305,-464,-977,,,,,,,,,PackageType.HEART_BEAT,1553,5,4.5,-84,DataVersion.HW_2FW2_X_X
2024-03-01 18:19:19.445000,3.14,6.0,308,-465,-988,11.0,6.0,5.0,6.0,6.0,5.0,5.0,7.0,PackageType.HEART_BEAT,1553,5,4.5,-84,DataVersion.HW_2FW2_X_X
2024-03-01 18:29:18.604000,,5.625,312,-466,-989,,,,,,,,,PackageType.HEART_BEAT,1554,5,3.5,-83,DataVersion.HW_2FW2_X_X
2024-03-01 18:39:19.604000,,5.5,312,-466,-995,,,,,,,,,PackageType.HEART_BEAT,1554,5,3.5,-83,DataVersion.HW_2FW2_X_X
2024-03-01 18:49:19.604000,3.16,5.5,313,-466,-993,11.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,PackageType.HEART_BEAT,1554,5,3.5,-83,DataVersion.HW_2FW2_X_X
2024-03-01 18:59:21.321000,,5.25,312,-467,-985,,,,,,,,,PackageType.HEART_BEAT,1555,5,1.0,-89,DataVersion.HW_2FW2_X_X
2024-03-01 19:09:20.321000,,5.5,308,-469,-991,,,,,,,,,PackageType.HEART_BEAT,1555,5,1.0,-89,DataVersion.HW_2FW2_X_X
2024-03-01 19:19:21.321000,3.16,5.625,308,-465,-987,10.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,PackageType.HEART_BEAT,1555,5,1.0,-89,DataVersion.HW_2FW2_X_X
2024-03-01 19:29:23.171000,,5.75,305,-466,-984,,,,,,,,,PackageType.HEART_BEAT,1556,5,4.0,-82,DataVersion.HW_2FW2_X_X
2024-03-01 19:39:23.171000,,5.75,305,-465,-984,,,,,,,,,PackageType.HEART_BEAT,1556,5,4.0,-82,DataVersion.HW_2FW2_X_X
2024-03-01 19:49:24.171000,3.16,5.875,305,-468,-984,9.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,PackageType.HEART_BEAT,1556,5,4.0,-82,DataVersion.HW_2FW2_X_X
2024-03-01 19:59:21.724000,,5.875,307,-468,-981,,,,,,,,,PackageType.HEART_BEAT,1557,5,0.2,-86,DataVersion.HW_2FW2_X_X
2024-03-01 20:09:21.724000,,5.875,306,-465,-976,,,,,,,,,PackageType.HEART_BEAT,1557,5,0.2,-86,DataVersion.HW_2FW2_X_X
2024-03-01 20:19:22.724000,3.16,5.875,306,-465,-987,9.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,PackageType.HEART_BEAT,1557,5,0.2,-86,DataVersion.HW_2FW2_X_X
2024-03-01 20:29:22.141000,,5.875,305,-468,-980,,,,,,,,,PackageType.HEART_BEAT,1558,5,,-89,DataVersion.HW_2FW2_X_X
2024-03-01 20:39:21.141000,,6.0,306,-466,-987,,,,,,,,,PackageType.HEART_BEAT,1558,5,,-89,DataVersion.HW_2FW2_X_X
2024-03-01 20:49:21.141000,3.16,5.625,308,-466,-990,10.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,PackageType.HEART_BEAT,1558,5,,-89,DataVersion.HW_2FW2_X_X
2024-03-01 20:59:21.924000,,5.625,311,-465,-988,,,,,,,,,PackageType.HEART_BEAT,1559,5,2.2,-85,DataVersion.HW_2FW2_X_X
2024-03-01 21:09:22.924000,,5.625,306,-468,-985,,,,,,,,,PackageType.HEART_BEAT,1559,5,2.2,-85,DataVersion.HW_2FW2_X_X
2024-03-01 21:19:23.924000,3.16,5.625,306,-469,-989,9.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,PackageType.HEART_BEAT,1559,5,2.2,-85,DataVersion.HW_2FW2_X_X
2024-03-01 21:29:24.753000,,5.625,308,-467,-992,,,,,,,,,PackageType.HEART_BEAT,1560,5,2.0,-86,DataVersion.HW_2FW2_X_X
2024-03-01 21:39:22.753000,,5.625,309,-468,-983,,,,,,,,,PackageType.HEART_BEAT,1560,5,2.0,-86,DataVersion.HW_2FW2_X_X
2024-03-01 21:49:21.753000,3.16,5.625,307,-468,-987,11.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,PackageType.HEART_BEAT,1560,5,2.0,-86,DataVersion.HW_2FW2_X_X
2024-03-01 21:59:21.180000,,5.75,309,-465,-987,,,,,,,,,PackageType.HEART_BEAT,1561,5,3.2,-83,DataVersion.HW_2FW2_X_X
2024-03-01 22:09:21.180000,,5.625,317,-469,-997,,,,,,,,,PackageType.HEART_BEAT,1561,5,3.2,-83,DataVersion.HW_2FW2_X_X
2024-03-01 22:19:21.180000,3.16,5.125,318,-468,-996,11.0,5.0,4.0,6.0,5.0,6.0,7.0,7.0,PackageType.HEART_BEAT,1561,5,3.2,-83,DataVersion.HW_2FW2_X_X
2024-03-01 22:29:19.660000,,5.125,316,-467,-997,,,,,,,,,PackageType.HEART_BEAT,1562,5,3.0,-84,DataVersion.HW_2FW2_X_X
2024-03-01 22:39:20.660000,,5.0,315,-469,-1000,,,,,,,,,PackageType.HEART_BEAT,1562,5,3.0,-84,DataVersion.HW_2FW2_X_X
2024-03-01 22:49:23.660000,3.16,5.0,320,-470,-1001,10.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,PackageType.HEART_BEAT,1562,5,3.0,-84,DataVersion.HW_2FW2_X_X
2024-03-01 22:59:22.296000,,5.0,321,-467,-1001,,,,,,,,,PackageType.HEART_BEAT,1563,5,-0.5,-87,DataVersion.HW_2FW2_X_X
2024-03-01 23:09:21.296000,,4.875,321,-465,-1001,,,,,,,,,PackageType.HEART_BEAT,1563,5,-0.5,-87,DataVersion.HW_2FW2_X_X
2024-03-01 23:19:20.296000,3.16,5.0,315,-464,-996,13.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,PackageType.HEART_BEAT,1563,5,-0.5,-87,DataVersion.HW_2FW2_X_X
2024-03-01 23:29:19.610000,,5.25,315,-467,-997,,,,,,,,,PackageType.HEART_BEAT,1564,5,4.0,-83,DataVersion.HW_2FW2_X_X
2024-03-01 23:39:20.610000,,5.25,316,-465,-992,,,,,,,,,PackageType.HEART_BEAT,1564,5,4.0,-83,DataVersion.HW_2FW2_X_X
2024-03-01 23:49:21.610000,3.16,5.25,318,-467,-995,10.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,PackageType.HEART_BEAT,1564,5,4.0,-83,DataVersion.HW_2FW2_X_X
2024-03-01 23:59:21.952000,,5.25,315,-467,-999,,,,,,,,,PackageType.HEART_BEAT,1565,5,0.2,-86,DataVersion.HW_2FW2_X_X
2024-03-02 00:09:20.952000,,5.25,316,-468,-997,,,,,,,,,PackageType.HEART_BEAT,1565,5,0.2,-86,DataVersion.HW_2FW2_X_X
2024-03-02 00:19:21.952000,3.16,5.125,313,-468,-998,11.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,PackageType.HEART_BEAT,1565,5,0.2,-86,DataVersion.HW_2FW2_X_X
2024-03-02 00:29:22.065000,,5.125,318,-463,-999,,,,,,,,,PackageType.HEART_BEAT,1566,5,0.2,-88,DataVersion.HW_2FW2_X_X
2024-03-02 00:39:24.065000,,5.125,316,-466,-995,,,,,,,,,PackageType.HEART_BEAT,1566,5,0.2,-88,DataVersion.HW_2FW2_X_X
2024-03-02 00:49:24.065000,3.16,5.125,317,-467,-995,10.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,PackageType.HEART_BEAT,1566,5,0.2,-88,DataVersion.HW_2FW2_X_X
2024-03-02 00:59:22.543000,,5.125,316,-468,-995,,,,,,,,,PackageType.HEART_BEAT,1567,5,2.0,-86,DataVersion.HW_2FW2_X_X
2024-03-02 01:09:23.543000,,5.125,319,-467,-1001,,,,,,,,,PackageType.HEART_BEAT,1567,5,2.0,-86,DataVersion.HW_2FW2_X_X
2024-03-02 01:19:25.543000,3.16,5.125,318,-466,-1000,12.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,PackageType.HEART_BEAT,1567,5,2.0,-86,DataVersion.HW_2FW2_X_X
2024-03-02 01:29:27.117000,,5.125,317,-465,-1000,,,,,,,,,PackageType.HEART_BEAT,1568,5,1.0,-86,DataVersion.HW_2FW2_X_X
2024-03-02 01:39:26.117000,,5.125,312,-466,-992,,,,,,,,,PackageType.HEART_BEAT,1568,5,1.0,-86,DataVersion.HW_2FW2_X_X
2024-03-02 01:49:27.117000,3.16,5.25,315,-466,-993,10.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,PackageType.HEART_BEAT,1568,5,1.0,-86,DataVersion.HW_2FW2_X_X
2024-03-02 01:59:27.709000,,5.25,316,-468,-993,,,,,,,,,PackageType.HEART_BEAT,1570,5,0.2,-90,DataVersion.HW_2FW2_X_X
2024-03-02 02:09:27.709000,,5.25,317,-470,-998,,,,,,,,,PackageType.HEART_BEAT,1570,5,0.2,-90,DataVersion.HW_2FW2_X_X
2024-03-02 02:19:30.709000,3.16,5.25,314,-466,-995,12.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,PackageType.HEART_BEAT,1570,5,0.2,-90,DataVersion.HW_2FW2_X_X
2024-03-02 02:29:29.090000,,5.25,312,-466,-997,,,,,,,,,PackageType.HEART_BEAT,1571,5,4.2,-83,DataVersion.HW_2FW2_X_X
2024-03-02 02:39:29.090000,,5.375,312,-467,-995,,,,,,,,,PackageType.HEART_BEAT,1571,5,4.2,-83,DataVersion.HW_2FW2_X_X
2024-03-02 02:49:28.090000,3.16,5.375,314,-467,-993,14.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,PackageType.HEART_BEAT,1571,5,4.2,-83,DataVersion.HW_2FW2_X_X
2024-03-02 02:59:29.722000,,5.375,312,-467,-992,,,,,,,,,PackageType.HEART_BEAT,1572,5,0.8,-86,DataVersion.HW_2FW2_X_X
2024-03-02 03:09:30.722000,,5.375,313,-469,-993,,,,,,,,,PackageType.HEART_BEAT,1572,5,0.8,-86,DataVersion.HW_2FW2_X_X
2024-03-02 03:19:29.722000,3.16,5.375,312,-468,-990,4.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,PackageType.HEART_BEAT,1572,5,0.8,-86,DataVersion.HW_2FW2_X_X
2024-03-02 03:29:29.460000,,5.375,311,-467,-995,,,,,,,,,PackageType.HEART_BEAT,1573,5,-1.8,-89,DataVersion.HW_2FW2_X_X
2024-03-02 03:39:30.460000,,5.375,310,-468,-990,,,,,,,,,PackageType.HEART_BEAT,1573,5,-1.8,-89,DataVersion.HW_2FW2_X_X
2024-03-02 03:49:30.460000,3.16,5.5,311,-466,-995,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,PackageType.HEART_BEAT,1573,5,-1.8,-89,DataVersion.HW_2FW2_X_X
